Hotel_Name,Hotel_Location,Room_Price,Hotel_Rating,Hotel_Review,Hotel_Visual
"Holiday Inn Express Southwark, an IHG Hotel","Southwark, London",368,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/225151869.jpg?k=46086f393d550d50aafa3f2751ccfe886af1d9ab93906a29798faa49629310c2&o=
Buckle Street Studios by Locke,"Tower Hamlets, London",289,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/337906735.jpg?k=25ff34898c65796b6d55a69222bdbc142f46d68df8113640fd2eae8df31fd6b1&o=
Regency Hotel Parkside,"Westminster Borough, London",309,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/183895885.jpg?k=033f9e2a3f5b67f1878e6a0e9a7a2b3ee2461cba46094864294c1865f8aab3ad&o=
D8 House,"Tower Hamlets, London",277,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/438056180.jpg?k=e7297e38ab31eb74acf47ec2bccdce57aadcda1fa1b03b045f1d1c910d4695a0&o=
Chiswick Riviera with free parking,"Chiswick, London",238,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/107332632.jpg?k=a295fe24881bf943c4eb16cca0397b8babe09a39b5cfceb03435627636c84fba&o=
Hampton by Hilton London Park Royal,"Ealing, London",269,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484051068.jpg?k=59635fbc68ca4753f7770147182f0d59158128058230d304f0a51420da5fe043&o=
The Coach,"Clerkenwell, London",464,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/228343404.jpg?k=819aec259f408a658564dbaf30c8cf1a8df10ecfbe8505da4c4536a065b1c24f&o=
Hilton London Angel Islington,"Islington, London",368,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484049706.jpg?k=c68125170d9684c6360f43f7d7cdfd1295587f7e9f2cad2062e6826ddd4fa77e&o=
The Kensington Hotel,"Kensington and Chelsea, London",689,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/295988113.jpg?k=3e14a52b51e6476e73421707d2be1f777757a8f9329fe9f07ce4f519ea34abc5&o=
Riu Plaza London Victoria,"Westminster Borough, London",427,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/479153069.jpg?k=37d544360128e9a61772a10064c5c2491ebf5066b5402744c61861e1111afe2a&o=
Seraphine Hammersmith Hotel,"Hammersmith and Fulham, London",254,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/431991787.jpg?k=ad71e950a2ae5a2ebfc168d0accd966f951fd050b80cba4ac06e8a65646e97ef&o=
Tooting - Your Apartment,"Wandsworth, London",223,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/498812484.jpg?k=e55834cebba9364c462ded5c417b3f585cb31c0cd33ee3afee32d5af711e3be6&o=
Moxy London Excel,"Newham, London",207,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/463660951.jpg?k=7ad9cc74e7556fa3f804274a40da571696c619e1b91bd929a64ab4d05e01f900&o=
La Suite West - Hyde Park,"Westminster Borough, London",352,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/11677631.jpg?k=ff5aa96a08d014b3206b57a4b158d3a1a5e69926f291a012fa3540f5a845a575&o=
"Holiday Inn Express London Victoria, an IHG Hotel","Westminster Borough, London",300,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/238565337.jpg?k=f8d9eace3524f8931bfe9157992c66a09d9dec5632d33dda9697e8a5e0b8ddf3&o=
The Corner London City,"Tower Hamlets, London",292,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/95765235.jpg?k=56e4edb38ac3df3271fa1a5ab76b42a55996e2daf88e0023ebe05dd68127162c&o=
Green Rooms,London,180,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/93333760.jpg?k=686623271ecd9f8f9b37fab5c8eeec2d5a51089912aa1541e7e61267782a186b&o=
Hausd - Leicester Square,"Westminster Borough, London",576,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/290102162.jpg?k=ca3aefcb2e8bf942c3c3adcc3d88e7624994b3c53e084523eba54cb337e7739e&o=
The Kings Head Hotel,"Acton, London",215,7.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/87236387.jpg?k=c5b16068c525d8158ea7f70672feb494c4363f5486f97372a986ccfe83e2b0bb&o=
The Z Hotel Victoria,"Westminster Borough, London",281,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/80481567.jpg?k=35f77a5e424da805754703eb90fb1a573c539059f323229620402dbc47529912&o=
Redchurch Townhouse,"Tower Hamlets, London",529,9.3,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/196858753.jpg?k=1d4b71efd8d1f6c51cf1c69910316c478a906bab45d7dcbb0402388e66467bc0&o=
Mornington Victor Hotel London Belgravia,"Westminster Borough, London",302,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/468609757.jpg?k=7acf8d0564d77d20b4e132d9c966b029cbca3af5a8aa1816356766908bbb7dab&o=
"The Gantry London, Curio Collection By Hilton","Newham, London",310,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484049253.jpg?k=562ec335058865cca7ffab567ec0f09814217e38278a99e0d5dfec1dd1d2d0a8&o=
NOX Golders Green,"Golders Green, London",183,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/94878809.jpg?k=e8f1bc9d765c9616324d7a85d86bf6bf33c5735e24e7f72ca85f66639e7e8a1f&o=
London Court Hotel,"Kensington and Chelsea, London",297,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/65106603.jpg?k=f6986d8e25e1e53321de55abb9d9e7de5ef88f4ddd5162b7838d101ad985ba37&o=
Bermondsey Square Hotel - A Bespoke Hotel,"Southwark, London",335,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/452044374.jpg?k=cba004fe676b646a32cc6d42f68ccac64a9f21682b9c3371decde03a12aede9c&o=
Eccleston Square Hotel,"Westminster Borough, London",447,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/504897229.jpg?k=c78a8b0cc6d89a4eb836c3a26ab747abbced472e4be79617d960805fcb1d4c5f&o=
Sonder The Henry,"Westminster Borough, London",361,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/486092874.jpg?k=1cd7617d2b81af4dce68988de3d69f09dfed9851c10e32824fbe161bf4672fd9&o=
"Mornington Hotel London Kensington, BW Premier Collection","Kensington and Chelsea, London",318,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/499822472.jpg?k=b7aa535fe5f2d2e0d4dcf7dd488d6d661a3c96366fb29e7991e5f17df0268033&o=
Stepney Green 17 Double bedrooms,"Tower Hamlets, London",145,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/423158442.jpg?k=c1c37208f5bb290ff7fe854ddbd3409af6d2fa58f5783629fa1d9743f61e064c&o=
Brookview Guest House,"Wandsworth, London",130,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/84630059.jpg?k=2f81d3c534ed228b29c6cc26416cf86acb49f6b9d0528c7b930abee975e032fb&o=
nhow London,"Islington, London",424,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/376285923.jpg?k=7a8faa280b03ed23b399b84ea357b22b857f06ea630f77aa7849ff052c60c832&o=
Garden View Hotel,"Kensington and Chelsea, London",155,6.4,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/41355027.jpg?k=e52fb3287c3a7524a036ee1f35a372cb1748fa33e519aa98c4f20db0c217a0a1&o=
Wisteria Studio,"Lewisham, London",186,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/300982941.jpg?k=c0765f2246694c3dd04393611d6755f4947fa6f4aa03de7a04cddef616ded5ee&o=
Bob W Tower of London,"City of London, London",408,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/336325916.jpg?k=82991a1acf661b269515f40fd6e78521442dfbe9db304864e3027e94d7a3602d&o=
The Clerk & Well Pub and Rooms,"Camden, London",418,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/358243522.jpg?k=305bbba00e4ae305f289992ffe0f663f2481ecd80d1ebfaf2bf8261321a218c5&o=
Your Apartment I Brixton,"Lambeth, London",247,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/384933999.jpg?k=d44799392bbf30a81037278470a755c32a7baedbe88ecf3ddc83c52faedcac2f&o=
"Holiday Inn Express London-Hammersmith, an IHG Hotel","Hammersmith and Fulham, London",272,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/274240203.jpg?k=119b145167f12f018e5d73865d6f972852337a03a1238e6ba588a80f5e47e028&o=
Deluxe Homestay near Tottenham Hotspur Stadium,London,162,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/379680358.jpg?k=3867bc8de13096614b4343ddd8b5751af1236086fdabd69dcd8c86a69fbb8612&o=
Comfort Inn Hyde Park,"Westminster Borough, London",206,6.2,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/215481113.jpg?k=3f876747a769012a2809d4fd60fbb04f8b2d786e810c80fbb3f9667a28a8e5ef&o=
Sonder The Voyage,"Westminster Borough, London",347,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/465385465.jpg?k=0f4cddb841ce72a0a507cf3823f9222f236a98893f97b97ad1f1e31448dd2177&o=
Fountain Hotel,London,173,7.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/24136958.jpg?k=f2c1b8d1cf23bb6c15a18a39ed693f29a49b672ce15275f81f32653884fc90e6&o=
Marlin Apartments London City - Queen Street,"City of London, London",311,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/427840972.jpg?k=73413c6140fd939e903b9af0a1f82b1d1001fece4288eb768935306cf5d4760e&o=
Euro Hotel,"Hammersmith and Fulham, London",209,6.0,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/143938772.jpg?k=9c7ffec2fd4c489dfd78e3e7e2ff27554d24bd3fd3409043d3a80ebc9ec00055&o=
The Wellington Hotel,"Lambeth, London",328,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/121317006.jpg?k=6e0df2d0c9270211535a9f4a486c7be22244d49d92ff704b39e0e0692fe6deef&o=
Premium Studio Flat 05 Near Tower Bridge,"Southwark, London",155,7.0,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/486814329.jpg?k=aad648b64b8cd99e725f796f6067038adb9d3aa03becfe65579d0c213b84fcb9&o=
Tavistock Hotel,"Camden, London",239,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/471550887.jpg?k=6edbe55a2cd393a971f85f94b480426cb0424e1f58013b8de01bceecc0d410f0&o=
Master En - Suite Townhouse double with Garden & Hot Tub,"Tower Hamlets, London",165,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/499789287.jpg?k=b78a3b2038500f4e0a32d390f0c739dacf63d1d2ed6fae9978caec92ac67f5a7&o=
Antoinette Hotel Wimbledon,"Wimbledon, London",221,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/5463439.jpg?k=2b7eb33a0aef2cb5b0a8c4352099a126166401f40521ac9c79d42d7a33c81982&o=
Crestfield Hotel,"Camden, London",182,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/489485854.jpg?k=29a80e3645ad0fe75293ff5eee7e2ba423f7c45dab13c11e05eb162ec28627f0&o=
Tran Homestay,"Newham, London",127,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/507907960.jpg?k=5b68334ef68ce9d94f91ea6f88b76a868dbe04d4dab44a78a9d4f08eaa8f2dc5&o=
"OYO Abbey Hotel, London Shepherd's Bush Market","Hammersmith and Fulham, London",172,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/182859024.jpg?k=518210de24e53d5491ba1eccb24be084ec20cba563418b899f009ad1dba6d072&o=
The J Hyde Park - A Park Avenue Hotel,"Westminster Borough, London",300,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/390781500.jpg?k=ea2c3c59ee31508496a7611829e94aaf88b621fa47a5e21df40589fc2d9abfc0&o=
The Pig and Whistle,"Mortlake, London",281,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/402141236.jpg?k=cc1e5e76abef941509fa80e104a87a0559d299a0da592a9de0aba7b0c000876a&o=
DoubleTree By Hilton London Excel,"Newham, London",220,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484048797.jpg?k=5ca5efc822a584c2c5828cd8c5d13bc1c107f62cf7f7a08559c7c3e98ca5eee7&o=
"Huttons Hotel, Victoria London","Westminster Borough, London",283,7.0,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/508183301.jpg?k=28deef3c3f88a100b8df2e64ad28974e731f0d6313be625fbedfe4d1f64cf3f5&o=
The Z Hotel City,"City of London, London",270,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/80481306.jpg?k=7d196ab2fa9dffc6e36ffb86686b4c0987ccc4a2fc0e0f4f131e46c6c1a66855&o=
Tavistock Hotel,"Camden, London",239,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/471550887.jpg?k=6edbe55a2cd393a971f85f94b480426cb0424e1f58013b8de01bceecc0d410f0&o=
"The Tower Hotel, London","Tower Hamlets, London",346,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/514765560.jpg?k=32c66282642402ec1dd700f4bb99ea54f00f05773f9d0aa1b3b94f2b729c6658&o=
The Londoner,"Westminster Borough, London",0,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/325665546.jpg?k=3985c5ad5deac121cbc8c26ea8d234427b61aaf11499f069efe9351fea0734f2&o=
Boutique Ensuite Room like hotel,"Wandsworth, London",179,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/478044201.jpg?k=8a8908b0bf2cd9b775a02d660c3a4e13387941aa824ae2b275590a2a54ba36f4&o=
AMANO Covent Garden,"Westminster Borough, London",535,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/383023531.jpg?k=54cda546fdd0061f1f34d673f236cf1d3c88848c94a07461f6f7bcbbb06c323b&o=
"Holiday Inn London West, an IHG Hotel","Acton, London",234,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/226969251.jpg?k=78f75b498f8b277a00c2ee485212866ab17a0d5d3a0036f6a39a1859f634773c&o=
Norfolk Towers Paddington,"Westminster Borough, London",260,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/79560308.jpg?k=1080c6641fbb533c131ea0aeda5a5807ece488e23bec5df03c13b71be7776fe5&o=
The Wesley Camden Town,"Camden, London",306,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/408782457.jpg?k=337f9d738484c8d826702e192c3fd47c6cbd6190341dc4c6b8c0825ffbe93e83&o=
Central Hoxton Shoreditch,"Hackney, London",197,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/265237889.jpg?k=e45cb0d937cf63dc29fef62d7139f8b3f4995226c0e2853fad99c43e1699fbfd&o=
Leigh House Hotel,"Camden, London",228,7.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/34329397.jpg?k=d04b22e764b0a13d427f7c79efe8bab4873da6718ed848f1538dbd1a48313300&o=
Milestone Hotel Kensington,"Kensington and Chelsea, London",805,9.4,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/26037489.jpg?k=5e939cffefc82c467f8199c89f8d2f3789c9cb4fe1f2cef202c15136833dde65&o=
NOX Golders Green,"Golders Green, London",183,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/94878809.jpg?k=e8f1bc9d765c9616324d7a85d86bf6bf33c5735e24e7f72ca85f66639e7e8a1f&o=
Kensington Stay,"Kensington and Chelsea, London",237,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/177743006.jpg?k=850bf877701a161a6cb76b6cc1fe53629b3bb3c2c30114953b4d206ad1b4e015&o=
Church Street Hotel,"Southwark, London",152,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/18304703.jpg?k=cee8a53d75e49252ca1a3437f16695003507333433f655c280b49791c0166221&o=
DoubleTree by Hilton London Chelsea,"Hammersmith and Fulham, London",289,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/494365172.jpg?k=934bdbeaa177f079d9b73ccadee5d13f216949dfa34acec5123cb7896e12c5b3&o=
Prince Arthur,"Camden, London",149,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/213169765.jpg?k=d02d3a5c4f868a094fd50cee7e8519c0d7ea9a3e3eb050d6485803efca8b53aa&o=
Mornington Hotel London Victoria,"Westminster Borough, London",288,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/117656372.jpg?k=4a491fa78e71dfe93be0f9aca8124db673106d5c5377492307bc0cae3ce11f7b&o=
The Beaufort,"Kensington and Chelsea, London",492,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/46397125.jpg?k=6a83b6a9aeb23231c5ff466bacf7a142f39bc0a61e7b1ad76c03534d4f34867f&o=
"100 Queen’s Gate Hotel London, Curio Collection by Hilton","Kensington and Chelsea, London",330,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484050625.jpg?k=48ed1bb38991448b4f4c6ad9f58c68f3293bda04182bcc414a77569c45d4a9b8&o=
OYO London Guest House,"Acton, London",141,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/297776981.jpg?k=00d977a7239a0ab4c99d6c38ded7aed3dc926b54c2cefe19c6a21130cdf6bd45&o=
Victoria Lodgings London,"Westminster Borough, London",324,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/208322588.jpg?k=8b13b53338e9ff033d7e875a7f6b071b49e91407403cdd0fc1e6fdc322710fab&o=
citizenM London Bankside,"Southwark, London",403,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/314246811.jpg?k=8491682c5d147bb985c868b0549e0d747c38fa92f14efd6a0085e2d33dcbb8d3&o=
"Holiday Inn Express London Victoria, an IHG Hotel","Westminster Borough, London",300,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/238565337.jpg?k=f8d9eace3524f8931bfe9157992c66a09d9dec5632d33dda9697e8a5e0b8ddf3&o=
St James House Serviced Apartments,"Kensington and Chelsea, London",210,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/47107762.jpg?k=a9d9260f56c69c4fcc9df39adfaf42e8effac03af7162975d185a872bc0d2139&o=
North London Property,"Brent, London",110,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/501512279.jpg?k=a93be8c07899a69a2db5d7afea8ef399fc4a31e15a371d1b97b5e416be2bfc02&o=
ibis London Canning Town,"Newham, London",209,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/491097690.jpg?k=ef0f4c5755ae4a1339ea53be820bc8a81bf059975a9cd7bc73667b5d466f9bc8&o=
City Sleeper at Royal National Hotel,"Camden, London",407,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/400106877.jpg?k=a44e8a9e7e89a0037ceadbb85302f565eb306b0377d3bd3eccf2a567f5baa268&o=
Earls Court West Serviced Apartments,"Kensington and Chelsea, London",240,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/372229393.jpg?k=7e0e7b1347e5de51f169d44536da76e31170d46905a0cb5289e656793b08563f&o=
London Milend Rooms,"Tower Hamlets, London",96,1.0,Bad,https://cf.bstatic.com/xdata/images/hotel/square200/521416504.jpg?k=7917f2dbf8829202de60aa0abd9c7093ea1c051407e66a146b21272a76a58b0e&o=
OYO Vegas Hotel,"Westminster Borough, London",184,5.7,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/202367865.jpg?k=24e33023fbea0e45b801b22c1a986d6d0ef60a5a59b381e3a7b1ce854ece7cc4&o=
Modern and spacious flat Earls Court central London,"Kensington and Chelsea, London",194,5.5,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/520516528.jpg?k=ae5d63ca74c05b26a9b611f13ed253081034da8a7aa6e3e33b2190ffd631efa4&o=
NYX Hotel London Holborn by Leonardo Hotels,"Camden, London",481,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/295883745.jpg?k=b4d4047b5dffe2094262849b473e16f35d5e146abf112ef089cf971b1a2e6e4b&o=
Bedford Hotel,"Camden, London",386,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/471559797.jpg?k=8382774d006e921522a27c37ddd27d156dcb274bc7409ef986a328487a3e255b&o=
Comfort Inn Hyde Park,"Westminster Borough, London",206,6.2,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/215481113.jpg?k=3f876747a769012a2809d4fd60fbb04f8b2d786e810c80fbb3f9667a28a8e5ef&o=
Sea Containers London,"Southwark, London",529,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/37817004.jpg?k=238a7f412de6dc18a068ba35b5c38e699d43d03ec9d4de2c54f8e3029103341f&o=
The Collective Canary Wharf,"Tower Hamlets, London",269,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/222562572.jpg?k=1ba5f3481699ffc26da4cec1109c87a754ecb386361ef703ea670009f8758291&o=
Hilton London Olympia,"Kensington and Chelsea, London",246,7.0,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/483770902.jpg?k=b0574070e332a3629ea39640168626a350b3b92e7aebde98222894fd13565997&o=
The Wesley Camden Town,"Camden, London",306,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/408782457.jpg?k=337f9d738484c8d826702e192c3fd47c6cbd6190341dc4c6b8c0825ffbe93e83&o=
"Holiday Inn Express London - ExCel, an IHG Hotel","Newham, London",206,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/284663926.jpg?k=d7fa6b03fbbd5618df9c06b35c0742372e2776c0a15858f0c1af653cd7aad2a4&o=
DoubleTree By Hilton London Excel,"Newham, London",220,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484048797.jpg?k=5ca5efc822a584c2c5828cd8c5d13bc1c107f62cf7f7a08559c7c3e98ca5eee7&o=
Canopy by Hilton London City,"City of London, London",472,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/423170681.jpg?k=980597e7bed74321c1930c6ba45a136cabcabaf5871ec9262e73afcdf39572f8&o=
The Park City Grand Plaza Kensington Hotel,"Kensington and Chelsea, London",232,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/89123351.jpg?k=42911ef06ba2ab78a1f6bca378066ff7b687ea4331217fe0840b16139b92e51b&o=
Vilenza Hotel,"Tower Hamlets, London",237,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/264954489.jpg?k=359b1f33ef9f25b5125e0fcaf30ea0482a42808695644a799f959be4ba6b0048&o=
The Londoner,"Westminster Borough, London",0,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/325665546.jpg?k=3985c5ad5deac121cbc8c26ea8d234427b61aaf11499f069efe9351fea0734f2&o=
